kelime,kok
anahtarını,anahtar:ını
etmiştim,et:miştim
hırlarım,hırla:rım
verdim,verdi:m
şerbet,şerbet
parası,para:sı
çığlığı,çığlık:ı
sonlara,son:lara
sevmeme,sev:meme
jüri,jüri
dizi,dizi
haykırdı,haykır:dı
iştiraki,iştirak:i
favorili,favori:li
yaprağıyla,yaprak:ıyla
arayacak,ara:yacak
etmiştir,et:miştir
alışamadım,alış:amadım
düşme,düş:me
parçasını,parça:sını
aynanın,ayna:nın
alışverişini,alışveriş:ini
kürkünün,kürk:ünün
zorla,zorla
dimdik,dimdik
kısımlarından,kısım:larından
patırtısı,patırtı:sı
gazetede,gazete:de
levha,levha
dalmak,dal:mak
kürkle,kürk:le
yaklaştırmayan,yaklaş:tırmayan
saran,sar:an
teskin,tesk:in
cana,cana
çırakları,çırak:ları
intibam,intiba:m
saray,saray
göstermekten,göster:mekten
yaramıyordu,yara:mıyordu
karşılaşmanın,karşılaş:manın
davranmaktan,davran:maktan
yattığı,yat:tığı
vuruyor,vur:uyor
uykumu,uyku:mu
yaratıktı,yaratık:tı
bitenleri,bit:enleri
bulunduğumu,bulun:duğumu
fırsattan,fırsat:tan
ezberlediğim,ezberle:diğim
bulunduğuma,bulun:duğuma
tıkırtısı,tıkırtı:sı
susturabilmek,sustur:abilmek
toplamak,topla:mak
terketmeyi,terket:meyi
reddettiklerini,reddet:tiklerini
emreder,emret:er
ölüyor,öl:üyor
cevap,cevap
konuşmadım,konuş:madım
konuşmadık,konuş:madık
anlamsız,anlam:sız
latin,latin
birahanede,birahane:de
geçirmemi,geçir:memi
indim,in:dim
duymadın,duy:madın
ezilme,ez:ilme
yakmak,yak:mak
yorulmasının,yor:ulmasının
çukura,çukur:a
yaratıkların,yaratık:ların
hastalanıveriyor,hastalan:ıveriyor
şarkının,şarkı:nın
sürüklemişti,sürükle:mişti
avcunda,avuç:nda
köprülere,köprü:lere
canınız,can:ınız
kendinize,kendi:nize
dinlenir,dinlen:ir
teslim,teslim
yaşarmıştı,yaşar:mıştı
hallerini,hal:lerini
anımsattı,anımsat:tı
marpucunu,marpuç:unu
köprüleri,köprü:leri
kendinizi,kendi:nizi
hazırlarken,hazırla:rken
gitmiş,git:miş
yeme,yem:e
sızan,sız:an
hızla,hız:la
salonunun,salon:unun
tutuklunun,tutuklu:nun
parmakları,parmak:ları
endişelerin,endişe:lerin
dolarken,dolar:ken
yapabileceği,yap:abileceği
pekmezini,pekmez:ini
uzuvlarından,uzuv:larından
laf,laf
getirttiği,getir:ttiği
mahsulünü,mahsul:ünü
duyduğu,duy:duğu
bilmediğim,bil:mediğim
yöneltmenin,yöneltme:nin
çorbaya,çorba:ya
hastalandık,hastalan:dık
ateşli,ateş:li
vilayet,vilayet
bahsediyordu,bahset:iyordu
gidişime,git:işime
yazıyordu,yaz:ıyordu
sormayı,sor:mayı
ayırabiliyordu,ayır:abiliyordu
dememiştim,de:memiştim
yazılacak,yaz:ılacak
dinler,dinle:r
hediyeler,hediye:ler
yapmasının,yap:masının
hasta,hasta
ölümünden,ölüm:ünden
kaldıysam,kal:dıysam
kımıldıyordu,kımılda:yordu
uçlara,uç:lara
yanıyordu,yan:ıyordu
hayatında,hayat:ında
olmasından,ol:masından
buyurun,buyur:un
atlantik'e,atlantik:'e
salon,salon
muhitin,muhit:in
hürmetler,hürmet:ler
yakınında,yakın:ında
memnundu,memnun:du
yaşararak,yaşar:arak
hükümlerimin,hüküm:lerimin
bilirim,bil:irim
girerim,gir:erim
tanışıklık,tanışık:lık
homurtu,homurtu
söylemedi,söyle:medi
biliriz,bil:iriz
gürültüler,gürültü:ler
benzettiğinizi,benzet:tiğinizi
düşteymiş,düş:teymiş
istemiyordum,iste:miyordum
halinizi,hal:inizi
değişirdi,değiş:irdi
işitmiş,işit:miş
tebrik,tebrik
kararlarım,karar:larım
cebime,cep:ime
arkadaşı,arkadaş:ı
kullandı,kullan:dı
kaldırımların,kaldırım:ların
sırrımı,sır:rımı
kıvranıyordum,kıvran:ıyordum
sorar,sor:ar
düşsem,düş:sem
süzülüyorlardı,süzül:üyorlardı
fabrikalarını,fabrika:larını
küçülüyor,küçül:üyor
uşak,uşak
okuduğumu,oku:duğumu
uzunluğundaki,uzunluk:undaki
gazinosu,gazino:su
bana,ban:a
gösterdi,göster:di
kabaresinde,kabare:sinde
soran,sor:an
kararsızlık,karar:sızlık
temizliyor,temizle:yor
tereyağlı,tereyağ:lı
bilmecenin,bilmece:nin
gelmesi,gel:mesi
başlıyordu,başla:ıyordu
sokulmasını,sokul:masını
belirlemek,belirle:mek
döşeterek,döşe:terek
cezayı,ceza:yı
altıyı,altı:yı
ısrarcıyız,ısrar:cıyız
vakalarına,vaka:larına
bulmuşlar,bul:muşlar
bağırmayın,bağır:mayın
güvendiklerini,güvendik:lerini
böyle,böyle
kaldırmış,kaldır:mış
saatlerdi,saat:lerdi
örttüm,ört:tüm
kucağındaki,kucak:ındaki
üşütüyor,üşü:tüyor
söylenecek,söylen:ecek
patatesleri,patates:leri
konuşamayız,konuş:amayız
odasında,oda:sında
satarak,sat:arak
anlık,anlık
neticeleri,netice:leri
vücuduma,vücut:uma
değiştirirsek,değiş:tirirsek
kelimesi,kelime:si
kırmak,kır:mak
sözlerle,söz:lerle
yanındayken,yan:ındayken
edemeden,et:emeden
söyleyeceğini,söyle:yeceğini
işlese,işle:se
getiriver,getir:iver
üçtü,üç:tü
vücudumu,vücut:umu
şaşkınlığını,şaşkın:lığını
histen,his:ten
yerin,yerin
olmam,ol:mam
yaşatılmaya,yaşa:tılmaya
yerim,yer:im
ilerlersiniz,ilerle:rsiniz
olmak,ol:mak
çocuklardan,çocuk:lardan
gözetim,gözetim
sarsılmadan,sarsıl:madan
böylelikle,böyle:likle
gördüğümün,gör:düğümün
merhamet,merhamet
olmaz,ol:maz
asabi,asabi
bellemiş,belle:miş
çıkarım,çık:arım
sessizdiler,sessiz:diler
sabahtan,sabahtan
çıkmadık,çık:madık
yarısından,yarı:sından
geldiler,gel:diler
minicik,mini:cik
yollardan,yol:lardan
sergide,sergi:de
tanımasına,tanı:masına
şişelerinin,şişe:lerinin
çenesinin,çene:sinin
ağlayışlardan,ağla:yışlardan
kalkmadan,kalk:madan
yavrusuna,yavru:suna
kilidine,kilit:ine
hastanın,hasta:nın
hastabakıcılık,hastabakıcı:lık
komşumuz,komşu:muz
yanlarında,yan:larında
kaybolursun,kaybol:ursun
takdirle,takdir:le
tıkırtıları,tıkırtı:ları
vazgeçseler,vazgeç:seler
şahsi,şahsi
boyalı,boyalı
boğazına,boğaz:ına
mağazaya,mağaza:ya
bahsettiğim,bahset:tiğim
yiyen,ye:yen
söylenenlerdi,söylen:enlerdi
uyarının,uyarı:nın
açıldı,açıl:dı
tellerde,tel:lerde
birisinin,birisi:nin
dönmek,dön:mek
dönmem,dönme:m
şaşkına,şaşkın:a
bulamayacağından,bula:mayacağından
dansın,dans:ın
göğsümün,göğüs:mün
dönmez,dön:mez
birisiniz,biris:iniz
dolapla,dolap:la
tutacaklardı,tut:acaklardı
yükselip,yüksel:ip
kalmadığını,kal:madığını
uğraştığım,uğraş:tığım
tanıdığınıza,tanıdık:ınıza
akşamın,akşam:ın
atamadan,ata:madan
necla,necla
çaresizlikle,çare:sizlikle
evsafına,evsaf:ına
sürükleyebilecek,sürükle:yebilecek
hıçkırıklarla,hıçkırık:larla
yediğimi,yed:iğimi
zavallılar,zavallı:lar
bildiklerini,bil:diklerini
anlaşılmamak,anlaş:ılmamak
romanları,roman:ları
sürerken,sür:erken
sıkılıyordu,sıkıla:yordu
önemini,önem:ini
sokup,sok:up
ayrı,ayrı
karların,kar:ların
sarılmış,sar:ılmış
dilde,dil:de
kaymasın,kay:masın
atılmış,atıl:mış
açtıkları,aç:tıkları
aralık,aralık
evli,evli
etmenin,etmen:in
muhayyel,muhayyel
kürkün,kürk:ün
kürküm,kürk:üm
kahkahalar,kahkaha:lar
ter,ter
taraflara,taraf:lara
tavşanının,tavşan:ının
üzdüğümü,üz:düğümü
niçin,niçin
gazetesini,gazete:sini
meziyetleri,meziyet:leri
korkuyorum,kork:uyorum
bizzat,bizzat
ellerinde,el:lerinde
çırpmıyordunuz,çırp:mıyordunuz
genci,genç:i
oluşturacak,oluş:turacak
sırtlarına,sırt:larına
çoraplarınızı,çorap:larınızı
eğiliyordu,eğil:iyordu
kaçmadan,kaç:madan
üyesi,üye:si
söyleme,söylem:e
bahsettiğini,bahset:tiğini
korktuğu,kork:tuğu
öldürüleceği,öldür:üleceği
daldı,dal:dı
hizasına,hiza:sına
sıcak,sıcak
konuşsam,konuş:sam
olabilen,ol:abilen
soramıyordum,sor:amıyordum
söyleniyor,söylen:iyor
keskin,keskin
roma,rom:a
şekiller,şekil:ler
benzeri,benzeri
mütercim,mütercim
eseriydi,eser:iydi
konuştular,konuş:tular
yazısıyla,yazı:sıyla
durgun,durgun
insanlığımızı,insan:lığımızı
deyiniz,de:yiniz
maddi,maddi
şekilde,şekil:de
bahçesini,bahçe:sini
olmamasıydı,ol:mamasıydı
kaydettik,kaydet:tik
vazgeçip,vazgeç:ip
kaydettim,kaydet:tim
kesmekten,kes:mekten
ağız,ağız
ifadesiz,ifade:siz
vecihi,vecihi
çekiyordu,çek:iyordu
sıyrılır,sıyrıl:ır
kovalayacaksınız,kovala:yacaksınız
ağır,ağır
türk'ü,türk:'ü
hırıldayarak,hırılda:yarak
buluyorlardı,bula:yorlardı
seriliveriyor,ser:iliveriyor
biriktiğini,birik:tiğini
sırıttı,sırıt:tı
olmasını,ol:masını
lewis,lewis
üyelerinin,üye:lerinin
mutfağımda,mutfak:ımda
soruyorsunuz,sor:uyorsunuz
santimdi,santim:di
mutfağa,mutfak:a
anlamakta,anla:makta
geldik,gel:dik
timsaliydi,timsal:iydi
kereye,kere:ye
boyamakla,boya:makla
ilerlesin,ilerle:sin
uzuvlarımın,uzuv:larımın
odamın,oda:mın
olmamak,ol:mamak
hislerimin,his:lerimin
halleri,hal:leri
başarmaya,başar:maya
odam,oda:m
hallettiğini,hallet:tiğini
erkeklerle,erkek:lerle
akşamkinin,akşamki:nin
değişmesi,değiş:mesi
hislerimiz,his:lerimiz
becerebilecek,becer:ebilecek
başladı,başla:dı
kararınızı,karar:ınızı
kısalıyordu,kısal:ıyordu
çıkardım,çıkar:dım
inkisar,inkisar
olanaksızdı,olanak:sızdı
hallere,hal:lere
sözcüğünü,sözcük:ünü
sahifelerde,sahife:lerde
mağarama,mağara:ma
olmalıydı,ol:malıydı
lokantaya,lokanta:ya
de,de
kurumasını,kuru:masını
anlattı,anlat:tı
da,da
gitti,git:ti
nesin,ne:sin
kavgalarını,kavga:larını
edemeyerek,edeme:yerek
şarkı,şarkı
gerekçelerini,gerekçe:lerini
rahat,rahat
inmekte,in:mekte
sırtıma,sırt:ıma
tahammülsüzlükle,tahammül:süzlükle
bulmak,bul:mak
yahudiliğime,yahudi:liğime
atlatıp,atlat:ıp
kaldırttı,kaldır:ttı
kaçamak,kaçamak
yazılmıştır,yaz:ılmıştır
sabahıydı,sabah:ıydı
kraliçeden,kraliçe:den
rüyamda,rüya:mda
tarafım,taraf:ım
tarafın,taraf:ın
bulmaz,bul:maz
olmaktan,ol:maktan
istediğimi,iste:diğimi
ayrıldığımdan,ayrıl:dığımdan
destesi,deste:si
durumdan,durum:dan
olabileceğini,ol:abileceğini
dönüşmediğini,dönüş:mediğini
süzdüm,süz:düm
anlaşılması,anlaş:ılması
koyduktan,koy:duktan
diyor,de:yor
okurken,okur:ken
sırtından,sırt:ından
uğradığım,uğra:dığım
köşesinde,köşe:sinde
gelmiyordur,gel:miyordur
eninde,en:inde
harcamaktan,harca:maktan
eğilmeden,eğil:meden
babam,baba:m
baban,baba:n
gürültüsünü,gürültü:sünü
trenle,tren:le
yaklaşmış,yaklaş:mış
tebessümünü,tebessüm:ünü
söyleniyormuş,söylen:iyormuş
evlenme,evlen:me
kıvrandıkları,kıvran:dıkları
zorlandıkları,zorla:ndıkları
dolaştı,dolaş:tı
çehresini,çehre:sini
sanırım,sanı:rım
frenkçe,frenkçe
halletmek,hallet:mek
tutmuştu,tut:muştu
kucaklaşmak,kucaklaş:mak
bakınarak,bakın:arak
katiyen,katiyen
imza,imza
geldikçe,gel:dikçe
annesiyle,anne:siyle
hastalanır,hastalan:ır
ayrılmaya,ayrıl:maya
hak,hak
köprü,köprü
gözlerime,göz:lerime
ile,ile
ürperdim,ürper:dim
sallıyor,salla:yor
karışıktı,karışık:tı
çıkarmadım,çıkar:madım
ilk,ilk
gözlerimi,göz:lerimi
bahçede,bahçe:de
yatacağım,yat:acağım
bulundukları,bulun:dukları
müdür,müdür
karşıma,karşı:ma
önümüzdeki,ön:ümüzdeki
demirlerine,demir:lerine
yaşamamışsınızdır,yaşama:mışsınızdır
dönüştüğünü,dönüş:tüğünü
yakarım,yak:arım
kaprislerim,kapris:lerim
yanıtladılar,yanıtla:dılar
gayret,gayret
sırtım,sırt:ım
keyiflendiğimde,keyif:lendiğimde
ahçı,ahçı
yetkili,yetkili
orkestra,orkestra
uyandırıyorlar,uyan:dırıyorlar
katolik,katolik
isminizi,isim:nizi
gözündeki,göz:ündeki
hikayesini,hikaye:sini
dağılıverdi,dağıl:ıverdi
sırtımı,sırt:ımı
işlerde,iş:lerde
dersen,ders:en
söyleyebilir,söyle:yebilir
öptü,öp:tü
çobanın,çoban:ın
efendiyle,efendi:yle
konuşulmaması,konuş:ulmaması
siniz,si:niz
diğeri,diğer:i
düşünceliydi,düşüncel:iydi
tatsızlık,tatsız:lık
eğildiler,eğil:diler
döndüğümde,dön:düğümde
vakte,vakit
olmasına,ol:masına
vakti,vakit:i
hocalarımın,hoca:larımın
çıktıktan,çık:tıktan
kupa,kupa
saadetinin,saadet:inin
sözcükler,sözcük:ler
yaptığınız,yap:tığınız
kurtarmak,kurtar:mak
ait,ait
çizgi,çizgi
aldı,al:dı
yaptığının,yap:tığının
dörtte,dört:te
bileli,bil:eli
uyandırıyordu,uyan:dırıyordu
uğramayışım,uğra:mayışım
olabiliriz,ol:abiliriz
anlaşılmadık,anlaş:ılmadık
adımlarımı,adım:larımı
konuşurum,konuş:urum
tarayıp,tara:yıp
kırmızıydı,kırmızı:ydı
düşündüklerin,düşün:düklerin
soğutmuştu,soğut:muştu
hisseden,hisse:den
uzunlukta,uzunluk:ta
sahifeye,sahife:ye
gidiyorlar,git:iyorlar
uyuyup,uyu:yup
değneğin,değnek:in
dolaşırdı,dolaş:ırdı
feraceli,ferace:li
mektupların,mektup:ların
oturuyorduk,otur:uyorduk
geleceğinden,gelecek:inden
memleketimin,memleket:imin
kıyas,kıyas
hissediyordu,hisset:iyordu
yapmakta,yap:makta
dayanarak,dayan:arak
tezkereleri,tezkere:leri
olursanız,olur:sanız
homurdanarak,homurdan:arak
şirketten,şirket:ten
ekmişiz,ek:mişiz
kafalarını,kafa:larını
raif,raif
kurdururdu,kur:dururdu
götürmesi,götür:mesi
parkını,park:ını
projektör,projektör
ayol,ayol
evin,ev:in
kaybetmişe,kaybet:mişe
kafasının,kafa:sının
pansiyona,pansiyon:a
olmayacağını,ol:mayacağını
liradan,lira:dan
bilen,bil:en
tabanca,taba:nca
mil,mil
kardeş,kardeş
borçlarımı,borç:larımı
hazırlıyor,hazırla:yor
susturulan,sustur:ulan
yorganı,yorga:nı
balığın,balık:ın
sansar,sansar
oyna,oyna
meraklısını,merak:lısını
ferhunde,ferhunde
kör,kör
aptal,aptal
kurulmadan,kur:ulmadan
gezer,gez:er
başkalarında,başka:larında
kalk,kalk
anlamına,anlam:ına
kalp,kalp
edildiğim,et:ildiğim
çeteler,çete:ler
patırtıyla,patırtı:yla
tedbire,tedbir:e
kızıl,kızıl
öğrenebileceğimden,öğren:ebileceğimden
cızırdayan,cızırda:yan
hiçbirini,hiçbiri:ni
hayvanlarla,hayvan:larla
sabrını,sabır:ını
çatal,çatal
yüzümde,yüz:ümde
askere,asker:e
kenarlardaki,kenar:lardaki
giriyor,gir:iyor
muhitinin,muhit:inin
hadiselere,hadise:lere
açıldığını,açıl:dığını
hadiseleri,hadise:leri
söyleyebilsem,söyle:yebilsem
veremezdi,ver:emezdi
saniyenin,saniye:nin
istikametlere,istikamet:lere
benzemeyen,benze:meyen
bitecek,bit:ecek
dolaşıyorsun,dolaş:ıyorsun
aksırma,aksır:ma
yerimde,yer:imde
alınmışa,alın:mışa
teşrinievvel,teşrinievvel
payı,pay:ı
muzaffer,muzaffer
serinlik,serinlik
olurdum,ol:urdum
saptığımın,sap:tığımın
saklanmaya,saklan:maya
insanlarda,insan:larda
hatırlamıyordu,hatırla:mıyordu
benizli,beniz:li
kuyruğunun,kuyruk:unun
üzereyken,üzere:yken
bahsettiniz,bahset:tiniz
bölüşüyordu,bölüş:üyordu
hayret,hayret
çocuklar,çocuk:lar
duruyordu,dur:uyordu
derdi,dert:i
çaprazlayıp,çaprazla:yıp
kendinizden,kendi:nizden
sebzeye,sebze:ye
ayaklarına,ayak:larına
nedense,nedense
portakal,portakal
dolanırken,dolan:ırken
haftasına,hafta:sına
noel'i,noel:'i
salim,salim
kirpiklerinin,kirpik:lerinin
renklerle,renk:lerle
şangırtıyla,şangırtı:yla
çağrısı,çağrı:sı
çarpsa,çarp:sa
mavzeri,mavzer:i
sevinerek,sevin:erek
mütehassısı,mütehassıs:ı
nevi,nev:i
bozmayan,boz:mayan
sende,sen:de
delikanlıların,delikanlı:ların
dinçliğini,dinç:liğini
işin,iş:in
benimkinin,ben:imkinin
turtalar,turta:lar
tiergarten'den,tiergarten:'den
yazmıyor,yaz:mıyor
kağıtta,kağıt:ta
dertli,dert:li
geldiğini,gel:diğini
müdahale,müdahale
götürüyorum,götür:üyorum
ermeyecek,er:meyecek
gayrette,gayret:te
müteessirdim,müteessir:dim
geldiğine,gel:diğine
giderim,git:erim
sıkıştırdı,sıkış:tırdı
mahiyeti,mahiyet:i
hayvanca,hayvan:ca
kopan,kop:an
tahsis,tahsis
vücudu,vücut:u
tarafımızdan,taraf:ımızdan
kuvvetlerin,kuvvet:lerin
kırıklığına,kırık:lığına
anlardım,anla:rdım
tezat,tezat
kaçtı,kaç:tı
zoraki,zoraki
vücuda,vücut:a
çağırmalarını,çağır:malarını
keyfiniz,keyif:niz
bağırdığını,bağır:dığını
çocuğun,çocuk:un
suali,sual:i
oğlumu,oğul:umu
paltomun,palto:mun
seyrediyor,seyret:iyor
alındım,alın:dım
tacını,taç:ını
gelecektik,gelecek:tik
arkası,arka:sı
yaptığınızı,yap:tığınızı
hastane,hastane
yarasalar,yarasa:lar
tıkırdama,tıkırda:ma
halıya,halı:ya
vermeyecek,ver:meyecek
gelirken,gelir:ken
rakı,rakı
otel,otel
dizlerinde,diz:lerinde
bulaşık,bulaşık
döppke'nin,döppke:'nin
lüzumsuzluk,lüzum:suzluk
varıyorum,var:ıyorum
olabilirim,ol:abilirim
pencerelerin,pencere:lerin
yaklaşana,yaklaş:ana
üç,üç
hatıraları,hatıra:ları
eteklerini,etek:lerini
aksettirmiş,akset:tirmiş
türkçeden,türkçe:den
defasında,defa:sında
sekizi,sekiz:i
sözlerime,söz:lerime
diledikten,dile:dikten
tecessüsün,tecessüs:ün
sırılsıklamdı,sırılsıklam:dı
öpülmemiş,öp:ülmemiş
alışının,alış:ının
mücerret,mücerret
ayaklarını,ayak:larını
duvarlarına,duvar:larına
sonuna,son:una
avrupa'da,avrupa:'da
alakası,alaka:sı
görmeliydim,gör:meliydim
çekilmiş,çekil:miş
tutabildi,tut:abildi
güzel,güzel
akrabaları,akraba:ları
tonuyla,ton:uyla
yüreğim,yürek:im
çifte,çifte
akıldan,akıl:dan
yapıldığı,yap:ıldığı
ruslardan,rus:lardan
söylemediğim,söyle:mediğim
bastığımı,bastık:ımı
görüyordu,gör:üyordu
arzusu,arzu:su
bulunmadığını,bulun:madığını
anlamını,anlam:ını
canlanıyor,canlan:ıyor
tuttu,tut:tu
dudakları,dudak:ları
renge,renk:e
emin,emin
rengi,renk:i
doğumu,doğu:mu
yosunlu,yosunlu
içerseniz,içer:seniz
kenara,kenar:a
hayali,hayali
almadan,al:madan
ısrarlarına,ısrar:larına
hayale,hayal:e
isim,is:im
emir,emir
nöbetler,nöbet:ler
yazılacağını,yaz:ılacağını
hasredebiliyordu,hasret:ebiliyordu
zabitlerini,zabit:lerini
ressamı,ressam:ı
üz,üz
diyemeyeceğim,de:yemeyeceğim
yapmamak,yap:mamak
zalim,zalim
uzaklaşmak,uzak:laşmak
uzaklaşmasına,uzak:laşmasına
yaptığınıza,yap:tığınıza
basitleştirmek,basit:leştirmek
malların,mal:ların
halimin,hal:imin
köşelerini,köşe:lerini
vermediğinin,ver:mediğinin
hakikatin,hakikat:in
doya,do:ya
günlerinin,gün:lerinin
hakikatleri,hakikat:leri
yalnızlığın,yalnız:lığın
eniştelerime,enişte:lerime
biraz,biraz
sıkıldığı,sıkıl:dığı
somurtuyorsunuz,somurt:uyorsunuz
kaşığı,kaşık:ı
kanıtlayamazlar,kanıtla:yamazlar
sevgilisi,sevgi:lisi
şehir,şehir
locaların,loca:ların
yanlış,yanlış
enstitüleri,enstitü:leri
oğlum,oğul:m
çekinmiyordu,çekin:miyordu
gelmeyerek,gel:meyerek
tiyatrolarla,tiyatro:larla
döndüren,dön:düren
oturmadıklarını,otur:madıklarını
baştan,baştan
dağınık,dağınık
yolladığını,yolla:dığını
yaklaşılmaz,yaklaş:ılmaz
artması,art:ması
odaya,oda:ya
ayrılacak,ayrıl:acak
tecrübe,tecrübe
düşüş,düş:üş
tanıtmadığı,tanı:tmadığı
olabilecekleri,ol:abilecekleri
hastalıklarından,hastalık:larından
bakarken,bak:arken
haklı,hak:lı
berber,berber
lider,lider
hırka,hırka
lüzumsuzdu,lüzum:suzdu
önünden,önünden
söküp,sök:üp
kalmasıdır,kal:masıdır
açıklamasını,açıkla:masını
tartışmak,tartış:mak
haliniz,hal:iniz
yineledi,yinele:di
kolumla,kol:umla
muamelesinin,muamele:sinin
arkanızdan,arka:nızdan
vazgeçmiştim,vazgeç:miştim
ummadığımız,ummadık:ımız
bakacağım,bak:acağım
alana,alan:a
dışarı,dışarı
bayırda,bayır:da
düşürecek,düşür:ecek
olanca,olanca
ölen,öl:en
gürültüyle,gürültü:yle
karları,kar:ları
değişmediğini,değiş:mediğini
hamdi'nin,hamdi:'nin
edemezdim,et:emezdim
dolaşmaktan,dolaş:maktan
yapmadım,yap:madım
çalışırken,çalış:ırken
korkutuyordu,korkut:uyordu
saatine,saat:ine
zorunlu,zorunlu
altları,alt:ları
manzaraları,manzara:ları
doğrudan,doğrudan
soğan,soğan
kaybeder,kaybet:er
durmadık,dur:madık
felaket,felaket
karmaşık,karmaşık
intizam,intizam
olacağına,ol:acağına
muamelesi,muamele:si
oturduğu,otur:duğu
yumruk,yumruk
sürdürdü,sürdür:dü
altmış,altmış
beyzi,beyzi
tanıdığımı,tanıdık:ımı
tiyatro,tiyatro
götüremediysen,götür:emediysen
arasına,ara:sına
söylediğini,söyle:diğini
unutma,unut:ma
defterinden,defter:inden
kesmelisin,kesme:lisin
kanaat,kanaat
dökülen,dök:ülen
boğucu,boğ:ucu
anlıyorlardı,anla:yorlardı
lafı,laf:ı
şapkası,şapka:sı
hışırdadı,hışırda:dı
akşamüzeri,akşamüzeri
fazlasını,fazla:sını
yaklaştırmak,yaklaş:tırmak
kavanozun,kavanoz:un
bavyera,bavyera
fevkaladeliği,fevkalade:liği
indiriyordum,indir:iyordum
kurtulur,kurtul:ur
öğrenirken,öğren:irken
birçoğuyla,birçoğu:yla
araladı,arala:dı
oturmayı,otur:mayı
boğuyordu,boğ:uyordu
romanla,roma:nla
ettiğinizi,et:tiğinizi
çapraz,çapraz
tavanına,tavan:ına
uzaklaştı,uzak:laştı
sürerek,sür:erek
cümleler,cümle:ler
ikincisi,iki:ncisi
kullandığınız,kullan:dığınız
değerlendirdiğinde,değer:lendirdiğinde
çökmek,çök:mek
hatırlıyordum,hatırla:yordum
kaybeden,kaybet:en
suretiyle,suret:iyle
sıktığını,sık:tığını
nasılsın,nasıl:sın
kitaplardan,kitap:lardan
teyzesini,teyze:sini
dünyasında,dünya:sında
etrafındakilerin,etraf:ındakilerin
babamda,baba:mda
ummuyordum,um:muyordum
okumuştum,oku:muştum
yakalamakta,yakala:makta
lütuf,lütuf
dayanamazdı,dayan:amazdı
sıkıldıysa,sıkıl:dıysa
ayrılmayın,ayrıl:mayın
bitki,bitki
konuklarını,konuk:larını
susturulmuş,sustur:ulmuş
kurumazsa,kuru:mazsa
saçlar,saç:lar
boncuk,boncuk
ciddiyetini,ciddiyet:ini
güneşte,güneş:te
dolaşıyor,dolaş:ıyor
karlara,kar:lara
değiştirerek,değiş:tirerek
topuksuz,topuk:suz
nurten,nurten
uzattım,uzat:tım
gibisiniz,gibisi:niz
